Obs,Año,Mes,Dia,Species,Leaf,Hora,Area Foliar,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
181,2016,8,30,Oak,1,13,6,13:24:24,8451.499996,0,7.639571205,0.141243064,287.0274818,2.122601759,1.534876882,27.3767662,6,1.420000017,1,2.840000033,26.96097755,27.3767662,26.98061371,400.1797791,385.685791,17.64266205,21.20282364,49.50172806,59.48727798,350.1408386,997.9306641,856.6589355,100.1872711,-1.132928967,0.084916674,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583568064,0.002122602,300.5267662,300.1109776,159.6689027,0.722791966,3.659129923,36.52290238,15.32007874,27.16887188,3.61481279,0.134551358,2.12425304,1.490559749,0.08467125,28.75650014,0.744200301,58.85319607,382.0543047,0.011768306
183,2016,8,30,Oak,1,13,6,13:24:32,8459.999996,0,7.907312996,0.142419108,284.544474,2.12483815,1.524494142,27.32938004,6,1.420000017,1,2.840000033,26.97824097,27.32938004,27.00020409,400.4876709,385.5344849,17.64131546,21.20509338,49.45066833,59.44501495,350.1532593,869.1300659,678.2279053,100.1878586,-1.132928967,0.084916674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583588765,0.002124838,300.47938,300.128241,139.0608074,0.487224882,3.648987039,36.42144957,15.21635619,27.1538105,3.611620413,0.135618185,2.124492897,1.487127516,0.08534723,28.50790153,0.738051939,59.03618773,381.775727,0.012227535
184,2016,8,30,Oak,1,13,6,13:24:34,8461.999996,0,7.906126114,0.142914028,284.9169888,2.119779687,1.515931385,27.28533554,6,1.420000017,1,2.840000033,26.98228455,27.28533554,27.00497818,400.490509,385.5427246,17.64134216,21.19665337,49.44083405,59.41680527,350.1545715,809.8484497,633.2336426,100.1879883,-1.132928967,0.084916674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583590953,0.00211978,300.4353355,300.1322845,129.5757491,0.384506046,3.639581445,36.32752296,15.13086959,27.13381004,3.607384963,0.136066892,2.123650059,1.483734904,0.085631568,28.54525993,0.739002374,59.16993423,381.7845309,0.012253115
185,2016,8,30,Oak,1,13,6,13:24:36,8463.999995,0,7.894658017,0.143413339,285.417153,2.112004891,1.505468644,27.23007202,6,1.420000017,1,2.840000033,26.98630905,27.23007202,27.00964546,400.4725952,385.5494385,17.64120293,21.1835537,49.43051529,59.37714386,350.1513977,756.3939819,593.550293,100.1881638,-1.132928967,0.084916674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583585663,0.002112005,300.380072,300.1363091,121.0230344,0.295748182,3.62780999,36.20996587,15.02641218,27.10819054,3.601965914,0.136519428,2.122341347,1.479624568,0.085918346,28.59542046,0.740286782,59.32971108,381.7966962,0.012267989
186,2016,8,30,Oak,2,13,6,13:26:44,8591.999993,0,6.62245128,0.064866463,213.3717672,1.079359359,1.65785468,27.14313889,6,1.420000017,1,2.840000033,27.11148071,27.14313889,27.15864754,400.1454773,388.0791321,17.66481781,19.47842979,49.12560272,54.16496277,350.1306152,619.8233643,457.6824036,100.1880188,-1.132928967,0.084916674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583551025,0.001079359,300.2931389,300.2614807,99.17173606,0.604824646,3.60935997,36.0258643,16.54743451,27.1273098,3.606009355,0.063417977,1.95150529,1.654504065,0.039763877,21.37729463,0.549815101,53.81175754,384.9311359,0.009257909
187,2016,8,30,Oak,2,13,6,13:26:46,8593.999993,0,6.670298634,0.06495978,212.388756,1.082712155,1.660641614,27.15922928,6,1.420000017,1,2.840000033,27.11311722,27.15922928,27.15978432,400.2138367,388.0632935,17.66531944,19.48455429,49.12291718,54.17624664,350.1304932,593.401062,386.1856384,100.1884384,-1.132928967,0.084916674,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583550822,0.001082712,300.3092293,300.2631172,94.9441678,0.551135706,3.612768681,36.05973642,16.57518213,27.13617325,3.607885187,0.06350717,1.952127068,1.65575812,0.039819982,21.27889781,0.547304421,53.77829963,384.8925529,0.009319934
189,2016,8,30,Oak,2,13,6,13:26:49,8597.499992,0,6.701917789,0.065466975,212.9848418,1.085221608,1.651955805,27.12071991,6,1.420000017,1,2.840000033,27.11522865,27.12071991,27.16148567,400.3464966,388.1404114,17.66640663,19.48978043,49.11985016,54.18648911,350.1435242,481.730835,279.9815369,100.1888885,-1.132928967,0.084916674,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.58357254,0.001085222,300.2707199,300.2652287,77.07693187,0.344395673,3.604615244,35.97819375,16.48841333,27.11797428,3.604034537,0.063991851,1.952659439,1.651375098,0.040124872,21.33871457,0.548731427,53.92590626,384.9546406,0.009388301
190,2016,8,30,Oak,2,13,6,13:26:51,8599.499992,0,6.615477549,0.065881404,216.2804882,1.083953342,1.639986231,27.06332397,6,1.420000017,1,2.840000033,27.11561584,27.06332397,27.16231346,400.3079224,388.2508545,17.66700935,19.4882164,49.11997986,54.18435669,350.1509705,412.4927673,225.5730591,100.1890869,-1.132928967,0.084916674,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583584951,0.001083953,300.213324,300.2656158,65.9988413,0.222172243,3.592492838,35.85712724,16.36891084,27.08946991,3.598010614,0.064387757,1.952506607,1.645504007,0.040373929,21.66894463,0.557063779,54.11483971,385.1061733,0.009296021
191,2016,8,30,Oak,3,13,6,13:29:09,8736.999999,0,11.23561543,0.134539366,232.4194579,2.005849682,1.519671335,27.23937988,6,1.420000017,1,2.840000033,27.30545044,27.23937988,27.30758858,399.6036987,379.0471497,17.69643021,21.06131554,48.66048431,57.90140152,350.1344604,847.7141724,986.0648193,100.1893234,-1.128407836,0.05158652,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583557434,0.00200585,300.3893799,300.4554504,135.6342645,0.56630782,3.629790289,36.22931232,15.16799678,27.27241516,3.636826346,0.128454107,2.110118954,1.526707392,0.080809227,23.28594823,0.613167671,58.84819235,373.7062762,0.017692924
192,2016,8,30,Oak,3,13,6,13:29:12,8739.499999,0,11.29430274,0.134723952,231.6404538,2.019666129,1.528033366,27.29003525,6,1.420000017,1,2.840000033,27.3134346,27.29003525,27.31459618,399.5053711,378.840271,17.69765472,21.08558846,48.64344025,57.93569946,350.1391296,880.0614014,1001.222168,100.1893158,-1.128407836,0.05158652,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583565216,0.002019666,300.4400352,300.4634346,140.8098211,0.61430846,3.640584046,36.33704869,15.25146023,27.30173492,3.643081017,0.128622363,2.11255068,1.530530337,0.080915769,23.20789858,0.611446226,58.74419003,373.4715004,0.017765068
193,2016,8,30,Oak,3,13,6,13:29:14,8741.999999,0,11.38285277,0.135063235,230.6425246,2.03438394,1.535377357,27.33641624,6,1.420000017,1,2.840000033,27.32171631,27.33641624,27.32202339,399.4441223,378.6188049,17.6987114,21.11119461,48.62526321,57.97240067,350.1442566,908.550293,996.9958496,100.1892242,-1.128407836,0.05158652,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583573761,0.002034384,300.4864162,300.4717163,145.3680436,0.655174423,3.650491568,36.43596999,15.32477538,27.32906628,3.648919962,0.128931575,2.115114211,1.533805751,0.081111571,23.10789562,0.60916817,58.66047957,373.2079419,0.017891463
194,2016,8,30,Oak,3,13,6,13:29:18,8745.499999,0,11.56746582,0.135734613,228.7310898,2.05636045,1.544502102,27.39657211,6,1.420000017,1,2.840000033,27.33368683,27.39657211,27.33255005,399.4783325,378.3236084,17.69955444,21.14874268,48.59632111,58.02941895,350.1469116,954.9714355,978.6603394,100.1891479,-1.128407836,0.05158652,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583578186,0.00205636,300.5465721,300.4836868,152.7954263,0.724725414,3.663376611,36.56460491,15.41586223,27.36512947,3.656636834,0.129543239,2.118874509,1.537762325,0.081498912,22.916373,0.604591109,58.56686939,372.8249891,0.018171267
195,2016,8,30,Oak,3,13,6,13:29:22,8749.499999,0,11.71767536,0.136542188,227.3990525,2.081360823,1.554308913,27.46220589,6,1.420000017,1,2.840000033,27.3475132,27.46220589,27.3441124,399.4741821,378.0463562,17.70057297,21.19162178,48.56248093,58.09540939,350.138916,982.2061768,947.7167969,100.1891861,-1.128407836,0.05158652,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.58356486,0.002081361,300.6122059,300.4975132,157.1529848,0.755932658,3.677480251,36.70536107,15.51373929,27.40485954,3.665154838,0.130278621,2.123171338,1.5419835,0.08196463,22.78292599,0.601511028,58.47104349,372.4763345,0.018394315
196,2016,8,30,Oak,4,13,6,13:31:12,8860,0,0.284518401,0.04641037,378.2560517,0.761364053,1.624997662,26.79835892,6,1.420000017,1,2.840000033,27.44518471,26.79835892,27.48104668,399.5469666,398.5394287,17.80451965,19.08432388,48.68574524,52.02973557,350.131958,11.88666153,7.556604385,100.1865692,-1.289294958,0.080095567,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583553263,0.000761364,299.9483589,300.5951847,1.901865802,-0.285145323,3.536990598,35.30403951,16.21971563,27.12177181,3.604837746,0.045664141,1.911992936,1.69284481,0.028606207,37.89617611,0.949105721,53.53211137,398.4041823,0.000382297
197,2016,8,30,Oak,4,13,6,13:31:15,8862.5,0,0.232953136,0.048938773,380.5421739,0.79839559,1.617371666,26.79085541,6,1.420000017,1,2.840000033,27.44440269,26.79085541,27.48278618,399.5339661,398.589447,17.80294991,19.14489937,48.69202423,52.19010544,350.1370544,9.744539261,5.494283676,100.1863785,-1.289294958,0.080095567,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583561757,0.000798396,299.9408554,300.5944027,1.559126247,-0.307575822,3.5354298,35.28852778,16.14362841,27.11762905,3.603961526,0.048109747,1.918058134,1.685903391,0.030141992,38.12514226,0.95472215,53.76918874,398.4787123,0.000314338
198,2016,8,30,Oak,4,13,6,13:31:32,8880.499999,0,0.067521991,0.053890585,386.3817013,0.866872804,1.597500242,26.72328758,6,1.420000017,1,2.840000033,27.42702675,26.72328758,27.48045158,399.3937988,398.6858826,17.74669456,19.20358658,48.44493484,52.42284393,350.1532288,2.520357847,2.856225252,100.1845093,-1.289294958,0.080095567,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583588715,0.000866873,299.8732876,300.5770267,0.403257247,-0.350078522,3.521402139,35.14916792,15.94558134,27.07515717,3.594989171,0.052887024,1.923901898,1.671087273,0.033143112,38.70946114,0.969138157,54.23563568,398.6537858,9.18616E-05
199,2016,8,30,Oak,4,13,6,13:31:34,8881.499999,0,0.11190068,0.05387417,385.1031548,0.86623433,1.596806026,26.7191658,6,1.420000017,1,2.840000033,27.42524719,26.7191658,27.47964859,399.5102844,398.7266846,17.74617958,19.20202827,48.44706726,52.42415619,350.146637,2.513216972,2.874335527,100.1843109,-1.289294958,0.080095567,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583577728,0.000866234,299.8691658,300.5752472,0.402114707,-0.349441267,3.520547997,35.14071181,15.93868353,27.0722065,3.594366555,0.052871215,1.923741971,1.670624584,0.033133178,38.58129419,0.96583241,54.24440082,398.6734923,0.000152255
200,2016,8,30,Oak,4,13,6,13:31:35,8882.999999,0,0.149124994,0.053832715,384.0785359,0.864982913,1.59571337,26.71253586,6,1.420000017,1,2.840000033,27.42244911,26.71253586,27.47840881,399.65625,398.8096008,17.7455349,19.19927597,48.45172119,52.42531586,350.1486816,2.508909702,2.899297714,100.1840439,-1.289294958,0.080095567,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583581136,0.000864983,299.8625359,300.5724491,0.401425543,-0.348276805,3.519174477,35.12709549,15.92781952,27.06749249,3.593372055,0.052831288,1.923461106,1.669910949,0.03310809,38.47854089,0.963062411,54.25759382,398.7387139,0.000202919
221,2016,8,30,Oak,5,13,6,13:54:14,10241.49999,0,12.21841698,0.189077423,258.1498329,3.327512378,1.816260643,30.21560478,6,1.420000017,1,2.840000033,29.49205208,30.21560478,29.565382,399.9691162,376.8882446,19.37205696,24.9305706,46.89694977,60.35176086,350.2255249,1322.850098,1320.445313,100.1676559,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583709208,0.003327512,303.3656048,302.6420521,211.6560109,0.661487171,4.313497462,43.06277731,18.13220671,29.85382843,4.224809742,0.17727506,2.497236819,1.727572924,0.111800093,25.85826364,0.68495061,59.13250952,371.0801944,0.019470337
222,2016,8,30,Oak,5,13,6,13:54:15,10242.49999,0,12.26752414,0.189317329,257.8501138,3.328252996,1.814519254,30.20930099,6,1.420000017,1,2.840000033,29.49263954,30.20930099,29.56601906,400.0476685,376.8824463,19.37270546,24.93239212,46.89655685,60.35401917,350.2289124,1322.247803,1319.723511,100.1676483,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583714854,0.003328253,303.359301,302.6426395,211.5596437,0.660949902,4.31193834,43.04721547,18.11482335,29.85097027,4.224115454,0.177485933,2.497419086,1.726696368,0.111934288,25.82823952,0.684165889,59.16045453,371.0510528,0.019559365
223,2016,8,30,Oak,5,13,6,13:54:19,10246.49999,0,12.39825548,0.189802889,257.0135162,3.329272383,1.810749412,30.19592476,6,1.420000017,1,2.840000033,29.49490547,30.19592476,29.56861496,400.3033447,376.9138184,19.37575722,24.93700218,46.89736938,60.35799789,350.2363586,1318.504028,1317.572266,100.1677017,-0.994968116,0.076078974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583727264,0.003329272,303.3459248,302.6449055,210.9606398,0.65559878,4.308631609,43.01418057,18.07717838,29.84541512,4.222766313,0.177912632,2.497882196,1.724884116,0.112205838,25.74445323,0.681889344,59.22116121,371.0202815,0.019789729
224,2016,8,30,Oak,5,13,6,13:54:22,10249.49999,0,12.41401614,0.189578498,256.7961526,3.328645918,1.812400987,30.20325279,6,1.420000017,1,2.840000033,29.49644279,30.20325279,29.57060814,400.3838196,376.9671021,19.37830925,24.93856812,46.8993454,60.35701752,350.2319946,1315.18811,1317.182739,100.1678162,-0.994968116,0.076078974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583719991,0.003328646,303.3532528,302.6464428,210.430093,0.648855736,4.310442894,43.03221393,18.09364581,29.84984779,4.223842816,0.17771546,2.498041906,1.72580091,0.112080357,25.7227098,0.681216348,59.19768254,371.0660733,0.019804586
225,2016,8,30,Oak,5,13,6,13:54:23,10250.49999,0,12.41858532,0.189305475,256.6143567,3.328421005,1.814708341,30.21271133,6,1.420000017,1,2.840000033,29.49717903,30.21271133,29.57142258,400.4115906,376.98703,19.37896538,24.93885803,46.89944077,60.35612106,350.2312927,1314.327026,1317.30957,100.1679153,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583718821,0.003328421,303.3627113,302.647179,210.2923195,0.646108384,4.312781761,43.05552079,18.11666276,29.85494518,4.225081044,0.177475515,2.49807342,1.727007624,0.111927658,25.70452516,0.680698104,59.16371427,371.0838293,0.019799559
226,2016,8,30,Oak,6,13,6,13:55:54,10341.49999,0,9.841670809,0.110965423,225.1356853,2.195589561,1.991229562,30.19812965,6,1.420000017,1,2.840000033,29.57670212,30.19812965,29.65482903,400.0154114,381.7166138,19.46609116,23.14097786,46.8951149,55.73722458,350.1791992,1161.49939,1193.338989,100.1663361,-0.994968116,0.076078974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583631999,0.00219559,303.3481297,302.7267021,185.8398982,0.959367822,4.309176527,43.02020716,19.8792293,29.88741589,4.232976068,0.10679278,2.317946965,1.915029103,0.067108237,22.55101671,0.589797974,54.00707947,377.0383548,0.014097237
227,2016,8,30,Oak,6,13,6,13:55:56,10343.49999,0,9.866517521,0.111546029,225.4331683,2.205862952,1.990495906,30.2025528,6,1.420000017,1,2.840000033,29.5789299,30.2025528,29.65656662,399.9916077,381.6437378,19.46718597,23.15921021,46.89235687,55.77087784,350.1781311,1162.705811,1242.476685,100.1663666,-0.994968116,0.076078974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583630219,0.002205863,303.3525528,302.7289299,186.0329255,0.955990783,4.310269845,43.03110907,19.87189886,29.89074135,4.233785356,0.107330436,2.319773939,1.914011417,0.067447944,22.58082137,0.590690076,54.04403667,376.9536679,0.014145676
228,2016,8,30,Oak,6,13,6,13:55:58,10345.49999,0,9.900334186,0.112009514,225.4573599,2.214816295,1.990581862,30.2093811,6,1.420000017,1,2.840000033,29.58108711,30.2093811,29.65817833,399.9930725,381.5814514,19.46824265,23.17523003,46.88938141,55.7996521,350.1744995,1165.036377,1283.636841,100.1662674,-0.994968116,0.076078974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583624166,0.002214816,303.3593811,302.7310871,186.4058161,0.955060622,4.31195815,43.0480067,19.87277668,29.89523411,4.234878934,0.107759483,2.321376288,1.913502646,0.067719042,22.5832222,0.590849894,54.06647752,376.8753067,0.014203005
229,2016,8,30,Oak,6,13,6,13:56:00,10347.49999,0,9.965695983,0.112389396,224.9231793,2.222571997,1.991017553,30.21700478,6,1.420000017,1,2.840000033,29.58321953,30.21700478,29.65986443,400.0524902,381.5238037,19.46980286,23.18976021,46.88743591,55.82499313,350.1703186,1167.36438,1312.332275,100.1660309,-0.994968116,0.076078974,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583617198,0.002222572,303.3670048,302.7332195,186.7782966,0.954629721,4.31384379,43.06693349,19.87717328,29.90011215,4.236066571,0.108111039,2.322826237,1.913240334,0.067941185,22.52966213,0.589539046,54.08162084,376.7865891,0.014304145
230,2016,8,30,Oak,6,13,6,13:56:04,10351.49999,0,10.1074644,0.113031693,223.595618,2.236577199,1.992534112,30.23386765,6,1.420000017,1,2.840000033,29.58728027,30.23386765,29.66307259,400.2309265,381.4499207,19.47296715,23.21636963,46.88406754,55.87283707,350.1603699,1183.376709,1300.483398,100.1656647,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583600616,0.002236577,303.3838676,302.7372803,189.3402692,0.975660806,4.318017207,43.10875609,19.89238647,29.91057396,4.238614644,0.108705236,2.325483095,1.913131548,0.068316668,22.39660369,0.586172931,54.09942031,376.6453162,0.014517849
231,2016,8,30,Oak,7,13,6,13:58:20,10487.99999,0,19.50538428,0.318156179,248.1402788,4.699186512,1.587160975,30.24596786,6,1.420000017,1,2.840000033,29.72932625,30.24596786,29.78683853,399.9085083,363.5629272,19.46352196,27.29486656,46.478302,65.16404724,350.2021484,1637.721313,1651.449463,100.1599731,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583670247,0.004699187,303.3959679,302.8793262,262.0354043,0.571609613,4.321014077,43.14112655,15.84625999,29.98764706,4.257427735,0.28610477,2.733853102,1.523574633,0.181443056,24.85372366,0.682523602,65.76338343,354.2910017,0.036205832
232,2016,8,30,Oak,7,13,6,13:58:21,10488.99999,0,19.52329947,0.318624668,248.1820178,4.706466951,1.587496337,30.25175095,6,1.420000017,1,2.840000033,29.73085403,30.25175095,29.78821945,399.9420471,363.5611877,19.46243858,27.30584145,46.47330093,65.17984772,350.2015381,1638.891113,1653.230835,100.1599121,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.58366923,0.004706467,303.4017509,302.880854,262.2225723,0.569426695,4.322447016,43.15545936,15.84961791,29.99130249,4.258321809,0.286483566,2.734950679,1.52337113,0.181686816,24.85788909,0.682641674,65.77213002,354.2807462,0.036244956
233,2016,8,30,Oak,7,13,6,13:58:23,10490.99999,0,19.55323196,0.319375419,248.2432188,4.720581543,1.588844093,30.26588249,6,1.420000017,1,2.840000033,29.73405266,30.26588249,29.79073906,400.0049438,363.5638733,19.46060753,27.32738304,46.46195984,65.21461487,350.2004395,1641.793579,1656.174438,100.1598358,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583667399,0.004720582,303.4158825,302.8840527,262.6869668,0.566006458,4.325950292,43.19046908,15.86308604,29.99996758,4.260441838,0.287090349,2.737106199,1.523335639,0.18207731,24.86400004,0.682804968,65.77794416,354.2692033,0.036304917
234,2016,8,30,Oak,7,13,6,13:58:25,10492.99999,0,19.57325623,0.3200604,248.3406213,4.734133032,1.590292905,30.28007507,6,1.420000017,1,2.840000033,29.73709679,30.28007507,29.7931118,400.0539856,363.5699768,19.45886421,27.3480854,46.45136642,65.24814606,350.1990967,1644.881592,1658.949463,100.1597824,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583665161,0.004734133,303.4300751,302.8870968,263.1810488,0.563196859,4.329471188,43.2256449,15.8775595,30.00858593,4.262551345,0.287643722,2.739178283,1.523373061,0.182433454,24.87374259,0.683061411,65.78102214,354.2657882,0.036344147
235,2016,8,30,Oak,7,13,6,13:58:27,10494.99999,0,19.58602999,0.320687545,248.4561139,4.747041449,1.591781155,30.29384232,6,1.420000017,1,2.840000033,29.7399807,30.29384232,29.79543114,400.0873108,363.572998,19.45671844,27.36737061,46.44037247,65.27893066,350.1957092,1647.991211,1661.458008,100.1597061,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583659515,0.004747041,303.4438423,302.8899807,263.6785879,0.560799289,4.332888952,43.25980097,15.89243037,30.01691151,4.264590053,0.288150163,2.741107797,1.523482256,0.18275941,24.88529135,0.683373395,65.78185886,354.2627374,0.036368642
236,2016,8,30,Oak,8,13,6,14:00:09,10596.99999,0,19.04903571,0.317361481,250.9497289,4.845092897,1.639425422,30.5056839,6,1.420000017,1,2.840000033,29.9238739,30.5056839,29.97160912,400.0770874,364.4107056,19.34584045,27.42037392,45.6839447,64.74438477,350.1556091,1572.478638,1582.163818,100.1573181,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583592682,0.004845093,303.6556839,303.0738739,251.5965764,0.363634846,4.385776535,43.78887751,16.36850359,30.2147789,4.313293168,0.285461964,2.746351113,1.566942054,0.181029421,25.13445182,0.688645325,65.13544864,355.3557063,0.034916211
237,2016,8,30,Oak,8,13,6,14:00:10,10597.99999,0,19.06458078,0.31730284,250.834528,4.848534282,1.640843253,30.51316643,6,1.420000017,1,2.840000033,29.92685699,30.51316643,29.97467232,400.099823,364.4047546,19.34474373,27.424963,45.6761322,64.743927,350.1560974,1573.942261,1583.098389,100.1573486,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583593496,0.004848534,303.6631664,303.076857,251.8307561,0.363959269,4.387654834,43.80761765,16.38265465,30.22001171,4.314587724,0.285414518,2.74681158,1.567776143,0.180998892,25.12292127,0.688340437,65.11916483,355.342366,0.03493728
238,2016,8,30,Oak,8,13,6,14:00:14,10601.99999,0,19.08723116,0.317007801,250.5961382,4.862042325,1.646709592,30.54368401,6,1.420000017,1,2.840000033,29.9386692,30.54368401,29.98726654,400.1489868,364.4078979,19.34068298,27.44297981,45.63809586,64.74279785,350.1683655,1578.231812,1583.574097,100.1572418,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583613942,0.004862042,303.693684,303.0886692,252.5170842,0.362345357,4.395322757,43.88422322,16.4412434,30.24117661,4.319827206,0.285175778,2.748613165,1.57121404,0.180845275,25.09901801,0.687680315,65.05054807,355.3347424,0.034942681
239,2016,8,30,Oak,8,13,6,14:00:15,10602.99999,0,19.08359721,0.316933009,250.5920326,4.865220067,1.648115887,30.55093575,6,1.420000017,1,2.840000033,29.94162941,30.55093575,29.99040413,400.1506042,364.4136353,19.33958435,27.44715881,45.63070679,64.74237823,350.1676331,1579.287354,1583.336548,100.1572037,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583612722,0.00486522,303.7009357,303.0916294,252.6859709,0.362068147,4.397146563,43.90244937,16.45529055,30.24628258,4.321092046,0.285115251,2.749030676,1.57206137,0.180806329,25.09859724,0.687658222,65.03397493,355.3422071,0.034926394
240,2016,8,30,Oak,8,13,6,14:00:17,10604.99999,0,19.07036177,0.316771814,250.6120259,4.87128001,1.650886607,30.56498528,6,1.420000017,1,2.840000033,29.94761848,30.56498528,29.99657822,400.1419983,364.4239807,19.33722878,27.45480537,45.61263657,64.73924255,350.1690369,1581.086914,1583.278198,100.1571579,-0.994968116,0.076078974,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.583615061,0.00487128,303.7149853,303.0976185,252.9739006,0.361155147,4.400681884,43.93776717,16.48296179,30.25630188,4.323574944,0.28498479,2.749795277,1.573779667,0.180722386,25.10058825,0.687693563,65.00076274,355.3588441,0.034882713
